Division, Department, Course Number, Course Title
College of Letters and Science,SOCIOLOGY,682,Senior Honors Thesis
College of Letters and Science,SOCIOLOGY,692,Special Topics in Statistics 
College of Letters and Science,SOCIOLOGY,698,Directed Study
College of Letters and Science,SOCIOLOGY,699,Directed Study
College of Letters and Science,SOCIOLOGY,710,Mathematical Statistics Stat/ 
College of Letters and Science,SOCIOLOGY,734,Theory of Probability II 
College of Letters and Science,SOCIOLOGY,760,Multivariate Analysis I 
College of Letters and Science,SOCIOLOGY,775,Introduction to Bayesian Decision and Control I 
College of Letters and Science,SOCIOLOGY,833,Topics in the Theory of Probability
College of Letters and Science,SOCIOLOGY,850,Theory and Application of Regression and Analysis of Variance II 
College of Letters and Science,SOCIOLOGY,877,Statistical Methods for Molecular Biology
College of Letters and Science,SOCIOLOGY,990,Research
College of Letters and Science,SOCIOLOGY,992,Seminar
College of Letters and Science,SOCIOLOGY,998,Statistical Consulting
College of Letters and Science,THEATRE AND DRAMA,120,Introduction to Theatre and Dramatic Literature
College of Letters and Science,THEATRE AND DRAMA,140,Voice Training
College of Letters and Science,THEATRE AND DRAMA,150,Introduction to Acting 
College of Letters and Science,THEATRE AND DRAMA,160,Introduction to Stage Production 
College of Letters and Science,THEATRE AND DRAMA,161,Backstage Laboratory I 
College of Letters and Science,THEATRE AND DRAMA,162,Theatre Production Laboratory 
College of Letters and Science,THEATRE AND DRAMA,199,Directed Study
College of Letters and Science,THEATRE AND DRAMA,240,Intermediate Voice Training 
College of Letters and Science,THEATRE AND DRAMA,250,Fundamentals of Acting 
College of Letters and Science,THEATRE AND DRAMA,259,Collaborative Arts Performance Lab: Devising Collaborative Performance through Hip Hop Arts
College of Letters and Science,THEATRE AND DRAMA,299,Directed Study
College of Letters and Science,THEATRE AND DRAMA,324,Traditions in Dramatic Literature 
College of Letters and Science,THEATRE AND DRAMA,342,Fundamentals of Movement for the Stage
College of Letters and Science,THEATRE AND DRAMA,350,Acting Realism 
College of Letters and Science,THEATRE AND DRAMA,357,Introduction to Theatre for Cultural and Social Awareness
College of Letters and Science,THEATRE AND DRAMA,361,Backstage Laboratory II 
College of Letters and Science,THEATRE AND DRAMA,362,Drama in Education
College of Letters and Science,THEATRE AND DRAMA,363,Principles and Practice of Stage Costume Design 
College of Letters and Science,THEATRE AND DRAMA,366,Stage Lighting I 
College of Letters and Science,THEATRE AND DRAMA,372,Set Design I 
College of Letters and Science,THEATRE AND DRAMA,424,Contemporary World Theatre and Dramatic Literature
College of Letters and Science,THEATRE AND DRAMA,440,Musical Performance for the Actor
College of Letters and Science,THEATRE AND DRAMA,464,Costume Technology Topics 
College of Letters and Science,THEATRE AND DRAMA,466,Stage Lighting Design II 
College of Letters and Science,THEATRE AND DRAMA,469,Interdisciplinary Studies in the Arts
College of Letters and Science,THEATRE AND DRAMA,539,The Folklore of Festivals and Celebrations 
College of Letters and Science,THEATRE AND DRAMA,550,Advanced Scene Study 
College of Letters and Science,THEATRE AND DRAMA,561,Backstage Laboratory III 
College of Letters and Science,THEATRE AND DRAMA,563,Costume Design II 
College of Letters and Science,THEATRE AND DRAMA,570,Advanced Stagecraft
College of Letters and Science,THEATRE AND DRAMA,572,Set Design II
College of Letters and Science,THEATRE AND DRAMA,579,Advanced Concepts in Stage Management 
College of Letters and Science,THEATRE AND DRAMA,619,Special Topics in Theatre and Drama
College of Letters and Science,THEATRE AND DRAMA,682,Senior Honors Thesis
College of Letters and Science,THEATRE AND DRAMA,698,Directed Study
College of Letters and Science,THEATRE AND DRAMA,699,Directed Study
College of Letters and Science,THEATRE AND DRAMA,740,Voice Training
College of Letters and Science,THEATRE AND DRAMA,742,Graduate Stage Movement
College of Letters and Science,THEATRE AND DRAMA,750,Graduate Acting 
College of Letters and Science,THEATRE AND DRAMA,799,Independent Study
College of Letters and Science,THEATRE AND DRAMA,911,Seminar-Problems in Theatre and Drama 
College of Letters and Science,THEATRE AND DRAMA,990,Research and Thesis
College of Letters and Science,THEATRE AND DRAMA,999,Independent Study
College of Letters and Science,THEATRE AND DRAMA,306,The Real Estate Process 
College of Letters and Science,THEATRE AND DRAMA,420,Urban and Regional Economics 
College of Letters and Science,THEATRE AND DRAMA,463,Evolution of American Planning 
College of Letters and Science,THEATRE AND DRAMA,506,Historical Geography of European Urbanization 
College of Letters and Science,THEATRE AND DRAMA,520,Community Economic Analysis 
College of Letters and Science,THEATRE AND DRAMA,544,Introduction to Survey Research 
College of Letters and Science,THEATRE AND DRAMA,590,Contemporary Topics in Urban and Regional Planning 
College of Letters and Science,THEATRE AND DRAMA,601,Site Planning
College of Letters and Science,THEATRE AND DRAMA,645,Modern American Communities 
College of Letters and Science,THEATRE AND DRAMA,671,Energy Economics 
College of Letters and Science,THEATRE AND DRAMA,699,Directed Study
College of Letters and Science,THEATRE AND DRAMA,718,Water Resources Management Practicum Planning Seminar II 
College of Letters and Science,THEATRE AND DRAMA,781,Planning Thought and Practice 
College of Letters and Science,THEATRE AND DRAMA,810,Energy Analysis Seminar
College of Letters and Science,THEATRE AND DRAMA,812,Strategies for Planning Effectiveness 
College of Letters and Science,THEATRE AND DRAMA,814,Environmental and Alternative Dispute Resolution in Planning 
College of Letters and Science,THEATRE AND DRAMA,833,Planning and the Legal System 
College of Letters and Science,THEATRE AND DRAMA,844,Housing and Public Policy
College of Letters and Science,THEATRE AND DRAMA,875,Theory and Practice of Educational Planning 
College of Letters and Science,THEATRE AND DRAMA,924,Seminar-Political Sociology 
College of Letters and Science,THEATRE AND DRAMA,955,Practical Research Design and Methods of Empirical Inquiry 
College of Letters and Science,THEATRE AND DRAMA,990,Research and Thesis 
College of Letters and Science,THEATRE AND DRAMA,999,Independent Work 
College of Letters and Science,ZOOLOGY,101,Animal Biology 
College of Letters and Science,ZOOLOGY,102,Animal Biology Laboratory 
College of Letters and Science,ZOOLOGY,151,Introductory Biology 
College of Letters and Science,ZOOLOGY,152,Introductory Biology
College of Letters and Science,ZOOLOGY,153,Introductory Biology 
College of Letters and Science,ZOOLOGY,199,Directed Study
College of Letters and Science,ZOOLOGY,260,Introductory Ecology
College of Letters and Science,ZOOLOGY,299,Directed Studies in Zoology
College of Letters and Science,ZOOLOGY,302,Introduction to Entomology
College of Letters and Science,ZOOLOGY,335,Human/Animal Relationships: Biological and Philosophical Issues 
College of Letters and Science,ZOOLOGY,350,Parasitology
College of Letters and Science,ZOOLOGY,400,Topics in Biology 
College of Letters and Science,ZOOLOGY,410,Evolutionary Biology 
College of Letters and Science,ZOOLOGY,425,Behavioral Ecology 
College of Letters and Science,ZOOLOGY,460,General Ecology 
College of Letters and Science,ZOOLOGY,466,General Genetics Algebra/ 1
College of Letters and Science,ZOOLOGY,470,Introduction to Animal Development 
College of Letters and Science,ZOOLOGY,504,Modeling Animal Landscapes 
College of Letters and Science,ZOOLOGY,510,Ecology of Fishes 1
College of Letters and Science,ZOOLOGY,511,Ecology of Fishes Lab 
College of Letters and Science,ZOOLOGY,520,Ornithology
College of Letters and Science,ZOOLOGY,521,Birds of Southern Wisconsin 
College of Letters and Science,ZOOLOGY,524,Neurobiology II: An Introduction to the Brain and Behavior 
College of Letters and Science,ZOOLOGY,562,Human Cytogenetics
College of Letters and Science,ZOOLOGY,611,Comparative and Evolutionary Physiology Elem crse in Botany or Zoology 
College of Letters and Science,ZOOLOGY,612,Comparative Physiology Laboratory
College of Letters and Science,ZOOLOGY,635,Neurobiology of Disease Zool/
College of Letters and Science,ZOOLOGY,681,Senior Honors Thesis
College of Letters and Science,ZOOLOGY,682,Senior Honors Thesis 
College of Letters and Science,ZOOLOGY,691,Senior Thesis
College of Letters and Science,ZOOLOGY,692,Senior Thesis
College of Letters and Science,ZOOLOGY,698,Directed Study
College of Letters and Science,ZOOLOGY,699,Directed Studies in Zoology
College of Letters and Science,ZOOLOGY,725,Ecosystem Concepts
College of Letters and Science,ZOOLOGY,799,Independent Study
College of Letters and Science,ZOOLOGY,879,Advanced Landscape Ecology 
College of Letters and Science,ZOOLOGY,911,Limnology and Marine Science Seminar 
College of Letters and Science,ZOOLOGY,950,Interdisciplinary Seminar in Animal Behavior 
College of Letters and Science,ZOOLOGY,954,Seminar in Endocrinology-Reproductive Physiology 
College of Letters and Science,ZOOLOGY,955,Seminar-Limnology 
College of Letters and Science,ZOOLOGY,960,Seminar in Cellular Biology 
College of Letters and Science,ZOOLOGY,962,Seminar-Ethology 
College of Letters and Science,ZOOLOGY,990,Research 
College of Letters and Science,ZOOLOGY,329,Taxation: Concepts for Business and Personal Planning 
College of Letters and Science,ZOOLOGY,641,Sociology of Law 
College of Letters and Science,ZOOLOGY,990,Directed Research
College of Letters and Science,ZOOLOGY,991,Directed Reading 
School of Med & Public Health,ANATOMY,611,Systems Neuroscience 
School of Med & Public Health,ANATOMY,630,Neuronal Mechanisms for Sensation and Memory in Cerebral Cortex 
School of Med & Public Health,ANATOMY,675,Topics in Anatomy Vary according to topic 
School of Med & Public Health,ANATOMY,699,Independent Study 
School of Med & Public Health,ANATOMY,990,Research and Thesis 
School of Med & Public Health,ANATOMY,999,Advanced Independent Study 
School of Med & Public Health,ANESTHESIOLOGY,699,Independent Study 
School of Med & Public Health,ANESTHESIOLOGY,919,Individualized Fourth Year Clinical Clerkship 
School of Med & Public Health,ANESTHESIOLOGY,921,Clinical Anesthesia Clerkship-LaCrosse 
School of Med & Public Health,ANESTHESIOLOGY,930,Advanced Cardiac Life Support 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,503,Human Biochemistry 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,504,Human Biochemistry Laboratory Bmol
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,609,Mathematical Methods for Systems Biology 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,668,Microbiology at Atomic Resolution 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,675,Advanced or Special Topics in Biomolecular Chemistry 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,699,Special Research Problems 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,710,Exploring Biochemical Function of Macromolecules 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,901,Biomolecular Chemistry Seminar 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,913,Seminar-RiboGroup 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,914,Seminar-Molecular Biosciences 
School of Med & Public Health,BIOMOLECULAR CHEMISTRY,990,Advanced Biomolecular Chemistry and Research 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,542,Introduction to Clinical Trials I 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,546,Practicum in Clinical Trial Data Analysis and Interpretation 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,552,Regression Methods for Population Health Pop Hlth/
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,609,Mathematical Methods for Systems Biology 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,642,Statistical Methods for Epidemiology 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,699,Independent Study 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,767,Computational Methods for Medical Image Analysis 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,776,Advanced Bioinformatics 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,826,Special Topics in Biostatistics and Biomedical Infomatics 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,877,Statistical Methods for Molecular Biology 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,915,Computation and Informatics in Biology and Medicine 
School of Med & Public Health,BIOSTATISTICS & MED INFORMATIC,918,Health Informatics for Medical Students Basic computer literacy & 
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,701,Cell Signaling and Human Disease
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,820,Biotechnology Operations
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,712,Heallth Care in Diverse Communities
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,919,Individualized Fourth Year Clinical Clerkship 
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,933,Sports Medicine 
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,699,Independent Study in Human Cancer Biology
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,910,Independent Reading and Research for Fourth Year Medical Students 
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,990,Research in Human Cancer Biology
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,646,Cancer Genetics 
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,677,Advanced Topics in Genetics 
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,699,Independent Reading
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,707,Genetics of Development
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,708,Methods and Logic in Genetic Analysis
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,737,Contemporary Professional Issues in Genetics Counseling 
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,742,Human Embryology/ Teratology and Abnormal Development 
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,990,Research 
School of Med & Public Health,CELL AND REGENERATIVE BIOLOGY,993,Seminar in Genetics 
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,212,Bodies/ Diseases/ and Healers: An Introduction to the History of Medicine 
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,213,Global Environmental Health: An Interdisciplinary Introduction 
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,505,Justice and Health Care
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,508,Health/ Disease and Healing II
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,509,The Development of Public Health in America
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,515,Public Health Ethics Junior/ 
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,523,Race/ American Medicine and Public Health
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,531,Women and Health in American History 
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,558,Ethical Issues in Health Care 
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,562,Byzantine Medicine and Pharmacy
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,565,The Ethics of Modern Biotechnology
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,610,Regenerative Medicine Ethics and Society 
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,699,Independent Study in Medical History
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,709,Development of Public Health in America
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,720,Historical Perspectives in Medicine 
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,730,Ethical Issues in Medicine
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,919,Graduate Studies in Medical History 
School of Med & Public Health,MEDICAL HISTORY AND BIOETHICS,999,Advanced Independent Study 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,341,Immunology HS biol/ chem/ 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,350,Parasitology 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,410,Medical Mycology 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,555,Vaccines: Practical Issues for a Global Society 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,575,Biology of Viruses 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,677,Advanced Topics in Medical Microbiology 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,681,Senior Honors Thesis 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,682,Senior Honors Thesis 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,699,Directed Study 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,750,Host-Parasite Relationships in Vertebrate Viral Disease
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,900,Journal Club 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,901,Seminar 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,914,Seminar-Molecular Biosciences 
School of Med & Public Health,MEDICAL MICROBIOL & IMMUNOLOGY,990,Research and Thesis 
School of Med & Public Health,MEDICAL PHYSICS,265,Introduction to Medical Physics A
School of Med & Public Health,MEDICAL PHYSICS,410,Radiobiology 
School of Med & Public Health,MEDICAL PHYSICS,471,Selected Topics in Medical Physics 
School of Med & Public Health,MEDICAL PHYSICS,506,Monte Carlo Radiation Transport 
School of Med & Public Health,MEDICAL PHYSICS,530,Medical Imaging Systems 
School of Med & Public Health,MEDICAL PHYSICS,559,Patient Safety and Error Reduction in Healthcare 
School of Med & Public Health,MEDICAL PHYSICS,568,Magnetic Resonance Imaging 
School of Med & Public Health,MEDICAL PHYSICS,569,Health Physics 
School of Med & Public Health,MEDICAL PHYSICS,574,Imagine in Medicine: Applications Med Phs/
School of Med & Public Health,MEDICAL PHYSICS,575,Diagnostic Ultrasound Physics Modern physics/ calculus & Fourier analysis or cons inst 
School of Med & Public Health,MEDICAL PHYSICS,662,Rad Lab - Diagnostic Radiological Physics
School of Med & Public Health,MEDICAL PHYSICS,663,Rad Lab - Nuclear Medicine Physics
School of Med & Public Health,MEDICAL PHYSICS,665,Rad Lab: CT/ MRI/ and DSA Physics
School of Med & Public Health,MEDICAL PHYSICS,666,Rad Lab - Medical Ultrasound Physics 
School of Med & Public Health,MEDICAL PHYSICS,699,Independent Reading or Research
School of Med & Public Health,MEDICAL PHYSICS,719,Multi-modality Molecular Imaging in Living Subjects
School of Med & Public Health,MEDICAL PHYSICS,900,Journal Club and Seminar
School of Med & Public Health,MEDICAL PHYSICS,990,Research
School of Med & Public Health,MEDICAL PHYSICS,735,Medical Spanish for Health Science Students
School of Med & Public Health,MEDICAL PHYSICS,740,Overview of Rural Health
School of Med & Public Health,MEDICAL PHYSICS,757,Foundations of Medicine 3 
School of Med & Public Health,MEDICINE,523,Clinical Exercise Testing & Training 
School of Med & Public Health,MEDICINE,626,Toxicology II 
School of Med & Public Health,MEDICINE,650,Women and Leadership in Medicine/ Science and Engineering Graduate students/ Professional students: Upper-level undergrads with consent of instructor 
School of Med & Public Health,MEDICINE,699,Independent Study
School of Med & Public Health,MEDICINE,701,Cell Signaling and Human Disease
School of Med & Public Health,MEDICINE,901,MSTP Introduction to Clinical Medicine 
School of Med & Public Health,MEDICINE,903,MSTP Longitudinal Clinical Clerkship in Graduate School 
School of Med & Public Health,MEDICINE,910,Independent Reading and Research for Fourth Year Medical Students 
School of Med & Public Health,MEDICINE,914,Therapeutics I - Emphasis on Chronic Diseases 
School of Med & Public Health,MEDICINE,915,Clinical Therapeutics - Preparation for residency 
School of Med & Public Health,MEDICINE,916,Palliative Care 
School of Med & Public Health,MEDICINE,917,Research in Tobacco Prevention and Cessation 
School of Med & Public Health,MEDICINE,918,Health Informatics for Medical Students Basic computer literacy & 
School of Med & Public Health,MEDICINE,919,Individualized Fourth Year Clinical Clerkship 
School of Med & Public Health,MEDICINE,921,Ambulatory Medicine Clerkship-Student Health 
School of Med & Public Health,MEDICINE,936,Medical Oncology Clinics 
School of Med & Public Health,MEDICINE,940,Allergy and Clinical Immunology Clerkship 
School of Med & Public Health,MEDICINE,942,Clinical Electrophysiology-Milwaukee 
School of Med & Public Health,MEDICINE,949,Adult Cardiovascular Diseases Clerkship-Marshfield 
School of Med & Public Health,MEDICINE,951,Ambulatory Cardiology 
School of Med & Public Health,MEDICINE,957,Emergency Medicine Clerkship-Meriter 
School of Med & Public Health,MEDICINE,958,Emergency Medicine-Green Bay 
School of Med & Public Health,MEDICINE,976,Clinical Nephrology Clerkship-CSC/VAH 
School of Med & Public Health,MEDICINE,981,Pulmonary Disease Clerkship-CSC 
School of Med & Public Health,MEDICINE,985,Critical Care Medicine 
School of Med & Public Health,MEDICINE,910,Independent Reading and Research for Fourth Year Medical Students 
School of Med & Public Health,MEDICINE,922,Clinical Neurology Consultation Service-CSC 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,500,Undergraduate Neurobiology Seminar 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,524,Neurobiology II: An Introduction to the Brain and Behavior 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,611,Systems Neuroscience 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,630,Neuronal Mechanisms for Sensation and Memory in Cerebral Cortex 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,635,Neurobiology of Disease Zool/
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,660,Neuroscience & Public Policy Seminar Undergraduates: a background in neuroscience/ 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,675,Special Topics
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,681,Senior Honors Thesis 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,682,Senior Honors Thesis 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,692,Undergraduate Thesis 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,699,Directed Study in Research 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,900,Neuroscience Seminar: Current Topics in Neurobiology 
School of Med & Public Health,NEUROSCIENCE TRAINING PROGRAM,990,Research and Thesis 
School of Med & Public Health,OBSTETRICS AND GYNECOLOGY,699,Directed Study 
School of Med & Public Health,OBSTETRICS AND GYNECOLOGY,919,Individualized Fourth Year Clinical Clerkship 
School of Med & Public Health,OBSTETRICS AND GYNECOLOGY,925,High Risk Obstetrics Clerkship-Meriter 
School of Med & Public Health,OBSTETRICS AND GYNECOLOGY,954,Seminar in Endocrinology-Reproductive Physiology
School of Med & Public Health,OBSTETRICS AND GYNECOLOGY,675,Advanced or Special Topics in Cancer Research 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,299,Independent Study 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,399,Independent Study 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,404,Pathophysiologic Principles of Human Diseases 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,626,Toxicology II 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,691,Senior Thesis
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,699,Independent Study 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,709,Contemporary Topics in Cell Structure and Function
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,750,Cellular and Molecular Biology/Pathology 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,809,Molecular Mechanisms of Disease
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,900,Seminar 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,901,Student Seminar / Journal Club 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,920,General Pathology Clerkship-CSC 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,926,Pathology: Clinical Microbiology-Marshfield 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,990,Research
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,699,Independent Study
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,737,Contemporary Professional Issues in Genetics Counseling 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,742,Human Embryology/ Teratology and Abnormal Development 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,746,Interdisciplinary Care of Children with Special Health Care Needs
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,919,Individualized Fourth Year Clinical Clerkship 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,920,Pediatric Subinternship-CSC 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,953,Clinical Genetics Clerkship-CSC 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,965,Pediatric Neurology Clerkship-CSC 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,966,Pediatric Sports Medicine-CSC 
School of Med & Public Health,PATHOLOGY AND LABORATORY MED,990,Research 
School of Med & Public Health,PHARMACOLOGY,620,Eukaryotic Molecular Biology 
School of Med & Public Health,PHARMACOLOGY,626,Toxicology II
School of Med & Public Health,PHARMACOLOGY,699,Independent Study
School of Med & Public Health,PHARMACOLOGY,711,Biochemical Pharmacology: Neurotransmitter Receptors/Ion Channels 
School of Med & Public Health,PHARMACOLOGY,875,Special Topics in Pharmacology 
School of Med & Public Health,PHARMACOLOGY,901,Seminar and Journal Club
School of Med & Public Health,PHARMACOLOGY,914,Therapeutics I - Emphasis on Chronic Diseases 
School of Med & Public Health,PHARMACOLOGY,990,Research
School of Med & Public Health,PHARMACOLOGY,534,Foundations of Physical Therapy Intervention 
School of Med & Public Health,PHARMACOLOGY,540,Psychosocial Aspects of Health Care 
School of Med & Public Health,PHARMACOLOGY,542,Medical Ethics/ Jurisprudence/ and Health Care Regulations 
School of Med & Public Health,PHARMACOLOGY,601,Physical Therapy Externship 
School of Med & Public Health,PHARMACOLOGY,636,Motor Control Dysfunction: Examination/ Diagnosis/ and Management II 
School of Med & Public Health,PHARMACOLOGY,640,Scientific Inquiry in Physical Therapy 
School of Med & Public Health,PHARMACOLOGY,642,Research Practicum
School of Med & Public Health,PHARMACOLOGY,643,Current Issues in Rehabilitation Research II
School of Med & Public Health,PHARMACOLOGY,677,Musculoskeletal Dysfunction : Examination/ Diagnosis/ & Management II 
School of Med & Public Health,PHARMACOLOGY,700,Clinical Internship I
School of Med & Public Health,PHARMACOLOGY,704,Clinical Internship V
School of Med & Public Health,PHARMACOLOGY,705,Clinical Internship VI
School of Med & Public Health,PHARMACOLOGY,799,Independent Study
School of Med & Public Health,PHARMACOLOGY,603,Pediatrics 
School of Med & Public Health,PHARMACOLOGY,611,Clinical Prevention and Community Practice II 
School of Med & Public Health,PHARMACOLOGY,618,Professional Seminar III 
School of Med & Public Health,PHARMACOLOGY,621,Advanced Patient Evaluation in the Primary Care Setting II 
School of Med & Public Health,PHARMACOLOGY,641,Clinical Pharmacology II 
School of Med & Public Health,PHARMACOLOGY,648,Emergency Medicine 
School of Med & Public Health,PHARMACOLOGY,651,Diagnostic Methods II 
School of Med & Public Health,PHARMACOLOGY,660,Clinical Skills Laboratory 
School of Med & Public Health,PHARMACOLOGY,699,Independent Study 
School of Med & Public Health,PHARMACOLOGY,729,Physician Assistant Preceptorship: Surgery
School of Med & Public Health,PHARMACOLOGY,739,Physician Assistant Preceptorship: Family Medicine
School of Med & Public Health,PHARMACOLOGY,749,Physician Assistant Preceptorship: Internal Medicine
School of Med & Public Health,PHARMACOLOGY,759,Physician Assistant Preceptorship: Emergency Medicine
School of Med & Public Health,PHARMACOLOGY,769,Physician Assistant Preceptorship: Elective
School of Med & Public Health,PHYSIOLOGY,335,Physiology Biol or zool & gen chem before enroll. 
School of Med & Public Health,PHYSIOLOGY,435,Fundamentals of Human Physiology
School of Med & Public Health,PHYSIOLOGY,524,Neurobiology II: An Introduction to the Brain and Behavior 
School of Med & Public Health,PHYSIOLOGY,611,Systems Neuroscience 
School of Med & Public Health,PHYSIOLOGY,630,Neuronal Mechanisms for Sensation and Memory in Cerebral Cortex 
School of Med & Public Health,PHYSIOLOGY,675,Selected Topics in Physiology 
School of Med & Public Health,PHYSIOLOGY,699,Independent Work
School of Med & Public Health,PHYSIOLOGY,901,Seminar A course in animal physiology 
School of Med & Public Health,PHYSIOLOGY,990,Research 
School of Med & Public Health,POPULATION HEALTH SCIENCES,370,Introduction to Public Health: Local to Global Perspectives
School of Med & Public Health,POPULATION HEALTH SCIENCES,471,Introduction to Environmental Health
School of Med & Public Health,POPULATION HEALTH SCIENCES,548,The Economics of Health Care
